Tarefa,categoria,cliente,descrição,Legenda,prazo,Dia,Hora,prioridade,responsável,status,Inspiração,Link entrega
CARROSSEL 04: A Matemática do CBM,carrossel,Comexblog,"Slide 1 (Clickbait): [Texto grande] Você está pagando frete marítimo por ar (e eu vou te provar). 
Slide 2: [Texto] O que é CBM? É o ""Cubic Meter"" (Metro Cúbico). No frete LCL (carga solta), o armador vai te cobrar pelo que for maior: o peso da carga ou o volume dela (CBM).
Slide 3: [Texto] A Fórmula Básica: Comprimento x Largura x Altura (em metros).
Slide 4: [Texto] Exemplo Prático: Uma caixa tem 80cm x 60cm x 50cm. Convertendo para metros: 0,80 x 0,60 x 0,50 = 0,24 CBM.
Slide 5: [Texto] O pulo do gato: A matemática é fácil, o erro é não considerar o espaço do PALETE. O agente de cargas sempre vai cubar a carga paletizada. Considere os centímetros a mais!
Slide 6 (Último/CTA): [Texto] Salva esse post para não errar a matemática no seu próximo embarque! 📐
Legenda:A matemática do frete LCL é implacável: você paga pelo peso ou pelo volume (o que for maior). O problema é que a galera calcula a caixa de papelão bonitinha no escritório, mas esquece que a madeira do palete também viaja no navio! Resultado? O agente de cargas te cobra o volume do palete inteiro e você toma aquele susto na fatura. Pega a visão da fórmula no post e para de dar bobeira. 📏 Quem aí já tomou invertida de cubagem na hora do embarque?",,11/05/2026,,,Baixa,Viviane,Finalizado,,
Arrumar plataforma tráfego pago ,Social,Mineiro,aguardando o envio do tutorial,,12/05/2026,,,Media,Viviane,Finalizado,,
"ESTÁTICO 01: Notificação do Banco (Realidade paralela)
",Estático,LTV,"Visual: Estilo notificação de celular na tela de bloqueio (App do banco fictício).
Texto na Arte: ⚠️ Nubank: O seu fornecedor atacadista acabou de trocar de carro na concessionária usando a margem de lucro que deveria ser da sua empresa.
Legenda: É duro de ler, mas é a verdade. Cada vez que você reestoca o seu e-commerce comprando no Brasil, você cede até 40% do lucro que seria seu para um intermediário. Estruturar uma importação direta com a Carga Compartilhada da LTV é fechar esse ralo financeiro de uma vez por todas. 💸
",,12/05/2026,,,Baixa,Junior,Finalizado,,
ESTÁTICO 03: Mindset Cirúrgico,Estático,Comexblog,"Visual: Fundo escuro premium, tipografia elegante e agressiva.
Texto na Arte: ""Comércio Exterior não é para amadores. Um '0' a mais na digitação do Siscomex pode custar a margem do seu semestre inteiro.""
Legenda: Um erro de digitação no peso da carga, na conversão cambial ou na classificação fiscal não gera um aviso amigável da Receita, gera multa de ofício. Conferência tripla não é preciosismo, é sobrevivência no mercado global. 📑🔍",,12/05/2026,,,Baixa,Junior,Finalizado,,
email marketing,Social,HDG,agenda,,12/05/2026,,,Baixa,Junior,Finalizado,,
"CARROSSEL 03: O Sócio Oculto do seu Negócio
",carrossel,LTV,"Slide 1 (Ragebait): [Texto grande] O seu distribuidor tá rindo da sua cara enquanto você briga por centavos no Mercado Livre. 
Slide 2: [Texto] Você paga o marketing, o aluguel do CD, a folha de pagamento e lida com todas as trocas dos clientes.
Slide 3: [Texto] Mas quem leva a maior parte do dinheiro que circula na sua empresa é o Distribuidor/Atacadista brasileiro que te fornece a mercadoria.
Slide 4: [Texto] Ele ganha na escala porque importa direto da fábrica, enquanto você ganha centavos no varejo brigando com o vizinho no Mercado Livre.
Slide 5: [Texto] Demitir esse ""sócio"" tem um nome: Importação Direta via Carga Compartilhada. A LTV pega o seu pedido e embarca no nosso contêiner na China, te entregando a margem total.
Slide 6 (Último/CTA): [Texto] Fique com a margem que é sua. Converse com um especialista no link da bio. 📈
Legenda: Você paga os anúncios, lida com cliente chato, banca a folha de pagamento... e na hora de fechar a conta, não sobra nada. Por quê? Porque quem ganha dinheiro de verdade na sua operação é quem te fornece a mercadoria. Enquanto você não cortar o atravessador e comprar direto da fábrica na Ásia (usando a nossa Carga Compartilhada), seu e-commerce nunca vai ter escala real. Manda uma DM pra gente conversar sobre estrutura de verdade. 📈 
",,13/05/2026,,,Baixa,Viviane,Finalizado,,
CARROSSEL 05: A Vitória do FCA sobre o EXW,carrossel,Comexblog,"Slide 1 (Ragebait): [Texto grande] Só importador preguiçoso e desatualizado ainda usa isso
Slide 2: [Texto] O EXW (Ex Works) é a zona de conforto do fornecedor chinês. Ele larga a carga no chão de fábrica e você que se vire para fazer o desembaraço de exportação na China.
Slide 3: [Texto] O Risco: Se o seu fornecedor não tem licença de exportação, o seu agente de cargas vai cobrar uma fortuna para fazer a liberação aduaneira no país de origem para você.
Slide 4: [Texto] A Evolução (FCA - Free Carrier): O fornecedor é obrigado a entregar a carga no armazém do seu agente de cargas E fazer o desembaraço de exportação.
Slide 5: [Texto] FCA te dá o melhor dos dois mundos: Controle total sobre o frete internacional, mas jogando a burocracia de exportação nas costas de quem fabricou.
Slide 6 (Último/CTA): [Texto] Atualize suas cotações. Compartilha essa dica com o setor de compras! 🔄
Legenda: Pode doer ouvir isso, mas o EXW (Ex Works) virou armadilha de iniciante. Você deixa a carga lá no chão de fábrica e assume toda a burocracia de exportação no país do chinês. Se a fábrica não tem licença de exportação, você vai pagar uma fortuna pro seu agente dar um ""jeito"". O mercado profissional já virou a chave pro FCA: você controla o frete, mas a burocracia na origem fica com o fornecedor. Atualiza esse mindset logístico! 🔄 E aí, qual Incoterm domina as suas planilhas hoje? 
",,13/05/2026,,,Baixa,Junior,Finalizado,,
Como se preparar para sua sessão?,carrossel,Mineiro,"📄 1. CAPA
📸 CAPA: Bancada arrumada com batoques. Texto: 'Vai tatuar essa semana? 3 coisas que você PRECISA fazer antes.'
📄 2. Slide 2
🍔 1. ALIMENTAÇÃO: Nunca venha tatuar de estômago vazio. Seu corpo precisa de energia para lidar com o processo.
📄 3. Slide 3
💧 2. HIDRATAÇÃO: Beba muita água nos dias anteriores. Pele hidratada pega o pigmento preto muito mais fácil e a dor é menor.
📄 4. Slide 4
👕 3. ROUPAS CONFORTÁVEIS: Venha com roupas soltas que não apertem o local. O conforto ajuda na resistência.
📄 5. CTA
📢 CTA: Tudo pronto pra sua próxima sessão? Se ainda não agendou, clica no link da bio!",,14/05/2026,,,Media,Junior,Finalizado,,
"ESTÁTICO 03: O Checklist da Insanidade
",Estático,LTV,"Visual: Layout limpo e moderno com caixas de seleção estilo bloco de notas.
Texto na Arte: O Checklist do Giro Burro:
[x] Vende o dia inteiro sem parar.
[x] A equipe trabalha exausta despachando pedido.
[x] No fim do mês, o caixa não tem dinheiro porque a margem do produto comprado no Brasil não fecha a conta.
Legenda: Crescer o faturamento sem crescer a margem é apenas girar roda de hamster. Você trabalha mais e o lucro não aparece. O único jeito de estourar a tampa desse gargalo é comprar direto da fonte. A LTV foi criada para desenhar esse caminho para o seu negócio.
",,14/05/2026,,,Baixa,Junior,Finalizado,,
ESTÁTICO 04: O Ciclo Rápido do Contêiner,Estático,Comexblog,"STÁTICO 04: O Ciclo Rápido do Contêiner
Visual: Gráfico minimalista e circular. 1) Booking (Reserva) -> 2) Estufagem (Fábrica) -> 3) Gate In (Entrada no Porto) -> 4) Transit Time (Navio) -> 5) Descarga -> 6) Devolução do Vazio.
Legenda: O ciclo de vida do contêiner. Para quem tá fora, é só uma caixa de metal. Para quem tá no Comex, é uma bomba-relógio de Demurrage e Detention batendo em dólar todo dia! ⏳⚓️ Em qual etapa do processo a sua carga costuma agarrar mais?
",,14/05/2026,,,Baixa,Junior,Finalizado,,
"CARROSSEL 04: O Mito de 1 Milhão x Uma Caixa de Papelão
",carrossel,LTV,"Slide 1 (Clickbait): [Texto grande] A mentira que inventaram para te manter longe do lucro da China. 
Slide 2: [Texto] O que te dizem: ""Para compensar a importação da China, você precisa comprar meio milhão de reais e encher um contêiner de 40 pés sozinho.""
Slide 3: [Texto] O que nós fazemos: Com a Carga Compartilhada, você pode importar apenas UMA caixa de papelão, se quiser. E isso vai ser lucrativo.
Slide 4: [Texto] A Mágica do LCL: Nós colocamos a sua caixa pequena junto com a de dezenas de outros empresários dentro do nosso contêiner. O custo brutal do frete e da armazenagem é fatiado entre todos.
Slide 5: [Texto] Você paga apenas pelos metros cúbicos que o seu negócio ocupa. O fluxo de caixa respira e você acessa o mercado chinês sem engessar dinheiro.
Slide 6 (Último/CTA): [Texto] Sim, o seu CNPJ já é grande o suficiente. Clique no link da bio e faça a simulação! 🚢
Legenda: Te contaram que pra importar precisa de 1 Milhão no bolso e lotar um contêiner inteiro, né? Mentiram pra você não entrar no jogo dos grandes. A real é que com o método de Carga Compartilhada da LTV, dá pra você importar até uma caixa de papelão. A gente junta o seu pedido com o de outras empresas e todo mundo divide o custo do frete internacional. Sem desculpas e sem engessar o seu fluxo de caixa. Bora? 🚢 
",,15/05/2026,,,Baixa,Junior,Finalizado,,
enviar teclado,Pessoal,Pessoal,,,15/05/2026,,,Baixa,Junior,Finalizado,,
ESTÁTICO 05: A Expectativa do Cliente,Estático,Comexblog,"Visual: Meme de expectativa vs realidade. Expectativa: O despachante em uma sala de controle cheia de telas, dirigindo o navio cargueiro com um joystick. Realidade: O despachante apertando F5 freneticamente no site travado do porto esperando a atracação.
Legenda: ""Ô fulano, consegue dar uma ligadinha pro capitão do navio pra ele acelerar um pouco? Preciso dessa carga pra ontem!"" 😅 A gente faz mágica na documentação, mas milagre com mau tempo a gente ainda tá aprendendo! Marca aqui o cliente que acha que a gente pilota a embarcação.
",,15/05/2026,,,Baixa,Junior,Finalizado,,
Thumb Badico,Thumb,Badico,,,15/05/2026,,,Baixa,Junior,Finalizado,,
"ESTÁTICO 04: Meme Pablo Escobar (Esperando o Lucro)
",Estático,LTV,"Visual: O clássico meme do Pablo Escobar triste de ""Narcos"" (sozinho no balanço e olhando pro nada, ou versão ilustrada corporativa similar).
Texto na Arte: Eu esperando a alta margem de lucro aparecer... / Sabendo que só compro mercadoria de intermediários que cobram o dobro do preço de custo chinês.
Legenda: Não adianta orar por margem alta se a sua engenharia de custos está quebrada na base. Importar deixou de ser exclusividade de megacorporações. A LTV viabiliza importações para pequenas e médias empresas, colocando você cara a cara com o lucro real do seu produto.
",,18/05/2026,,,Baixa,Viviane,Finalizado,,
Video gustavo doc,Video,Venturini,,,19/05/2026,,,Media,Junior,Finalizado,,
organizar Logins,Social,Venturini,,,19/05/2026,,,Media,Junior,Finalizado,,
Hedge Partners apresentação,Design,HDG,"Dra Aline Guimarães palestrante do dia 28/05/2026 às 16h quinta feira

Tema: Holldings

Hedge Partners Brasil",,19/05/2026,,,alta,Junior,Finalizado,,
O Mapa da Dor,carrossel,Mineiro,"📄 1. CAPA
📸 CAPA: Silhueta do corpo. Texto: 'Qual é o lugar que mais dói na hora de tatuar?'
📄 2. Slide 2
🔍 A verdade: A dor é relativa, mas lugares com menos gordura e próximos ao osso costumam ser mais sensíveis.
📄 3. Slide 3
✅ NÍVEL DE BOA: Antebraço, ombro, panturrilha e coxa (parte externa).
📄 4. Slide 4
⚠️ NÍVEL HARD: Costelas, peito do pé, joelho e pescoço. Nesses a gente respira fundo e vai na raça!
📄 5. CTA
📢 CTA: E aí, qual parte do corpo vai receber seu próximo Blackwork? Me conta no WhatsApp (Link na Bio).",,19/05/2026,,,Media,Junior,Finalizado,,
O Alerta da Pirataria (Marcas Famosas),Estático,Comexblog,"Visual: Imagem dividida em duas partes. Do lado esquerdo, um tênis com a logo de uma marca global famosa borrada, com um grande ""X"" vermelho por cima. Do lado direito, um produto de alta qualidade sem logo (White Label), com um selo de aprovação verde e o texto ""Sua Marca Aqui"".
Texto na Imagem: A ilusão de importar réplicas de marcas famosas para revender no Brasil.
Legenda: ""Mas o meu fornecedor na China jurou que o produto é original de fábrica."" Cuidado. Tentar importar tênis, roupas ou eletrônicos de marcas registradas globais sem ter a licença de distribuição oficial emitida pela marca dona da patente é o caminho mais rápido para perder todo o seu capital. A Receita Federal retém a mercadoria por crime de pirataria e envia o lote inteiro diretamente para a destruição. Quer construir um negócio milionário de verdade com importação? Esqueça as réplicas. Foque em trazer produtos genéricos de alta qualidade (White Label) e construa o valor da sua própria marca no mercado.
",,19/05/2026,,,Baixa,Junior,Finalizado,,
Frase C-Level (Controle e Governança),Estático,LTV,"Visual: Design sóbrio com estética premium corporativa. Fundo em tons de cinza grafite e azul escuro fosco, utilizando fontes de peso e a logo da LTV aplicada de forma sutil e minimalista.
Texto na Imagem: ""A escala real de uma organização só é alcançada quando a governança assume o controle absoluto sobre a matriz de suprimentos do produto.""
Legenda: Depender exclusivamente de fornecedores intermediários nacionais para abastecer a engrenagem principal da sua empresa limita o seu teto de crescimento e deixa o seu negócio vulnerável às decisões de terceiros. Assumir a liderança através da importação direta é o divisor de águas entre corporações que apenas sobrevivem e marcas que ditam o ritmo e dominam os seus mercados de atuação.
",,19/05/2026,,,Baixa,Junior,Finalizado,,
Roteiro 2 (v4) - Sua precificação vai sobreviver à Reforma Tributária? ,Video,HDG,,,19/05/2026,,,Media,Junior,Finalizado,,
Roteiro 3 (v4) - Quanto ficou para trás na sua,Video,HDG,,,19/05/2026,,,Media,Junior,Finalizado,,
Roteiro 1 (v4) - Sua empresa compra de fornecedores do Simples Nacional? ,Video,HDG,,,19/05/2026,,,Media,Junior,Finalizado,,
Roteiro 4 (v4) - O seu concorrente já sabe o que você ainda não descobriu,Video,HDG,,,19/05/2026,,,Media,Junior,Finalizado,,
Convite evento,Video,HDG,,,19/05/2026,,,alta,Junior,Finalizado,,
Aparelho de metal é coisa do passado? (O Fixo Convencional),Video,Juliana,Edição,,20/05/2026,,,Baixa,Viviane,Finalizado,,
"O ""Banho de Loja"" do seu Sorriso (Limpeza Profissional)",Video,Juliana,Edição,,20/05/2026,,,Baixa,Viviane,Finalizado,,
"O Segredo dos Movimentos (Os ""Botõezinhos"" / Attachments)",Video,Juliana,Edição,,20/05/2026,,,Baixa,Viviane,Finalizado,,
Sorriso monitor,Video,Juliana,Edição,,20/05/2026,,,Baixa,Viviane,Finalizado,,
Criar roteiros,Roteiro,Gasmaske,Criar roteiros numa pegada de marketing,,20/05/2026,,,Media,Viviane,Finalizado,,
não sei se vc esqueceu isso,Video,Juliana,Edição,,20/05/2026,,,Baixa,Viviane,Finalizado,,
jato de ar,Video,Juliana,Edição,,20/05/2026,,,Baixa,Viviane,Finalizado,,
1. Holding Patrimonial,carrossel,HDG,"Card 1 (Capa / Gancho): Tem gente pagando 6% de imposto sobre aluguel. Tem gente pagando 27,5%. A diferença não é sorte. É um CNPJ.
Card 2 (Dor): Na Pessoa Física, o Leão te espera em três momentos: no aluguel que recebe todo mês, na herança que vai deixar, e no inventário que vai custar caro demais para processar.
Card 3 (Dor): Um inventário comum no Brasil consome entre 10% e 20% do patrimônio em ITCMD, honorários e cartório. Numa herança de R$ 2 milhões, até R$ 400 mil vão embora antes de chegar nos filhos.
Card 4 (Virada): A Holding Patrimonial transfere os bens para um CNPJ. O aluguel passa a ser tributado como renda empresarial. A sucessão acontece via cotas societárias, sem inventário. Tudo legal. Tudo previsto em lei.
Card 5 (CTA): Você construiu um patrimônio. A estrutura que protege ele existe  e é mais acessível do que parece. Manda uma mensagem no Direct: ""HOLDING"" e a gente explica o que faz sentido para o seu caso.",,20/05/2026,,,Baixa,Junior,Finalizado,,
